unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,day,day_of_week,hour,minute,year_month_day,intersection_street_1,intersection_street_2,facility_type,due_date
51179222,2021-07-11T11:33:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10314,26 JOSEPH AVENUE,JOSEPH AVENUE,SUNSET AVE,BEND,ADDRESS,STATEN ISLAND,Open,,,02 STATEN ISLAND,5019840066,STATEN ISLAND,946382,158759,ONLINE,Unspecified,STATEN ISLAND,40.602352175925205,-74.13636944155127,"{'latitude': '40.602352175925205', 'longitude': '-74.13636944155127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,0,11,33,2021-07-11,,,,
51142278,2021-07-08T18:12:00.000,2021-07-09T09:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11429,112-16 COLFAX STREET,COLFAX STREET,112 AVE,112 RD,ADDRESS,Queens Village,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-09T09:45:00.000,13 QUEENS,4109860028,QUEENS,1054586,196180,ONLINE,Unspecified,QUEENS,40.70486599865971,-73.7463177207711,"{'latitude': '40.70486599865971', 'longitude': '-73.7463177207711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,12,2021-07-08,,,,
51155622,2021-07-09T07:59:00.000,2021-07-09T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11210,,,,,INTERSECTION,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2021-07-09T10:00:00.000,17 BROOKLYN,,BROOKLYN,1000207,172074,ONLINE,Unspecified,BROOKLYN,40.638965607751416,-73.94250447815804,"{'latitude': '40.638965607751416', 'longitude': '-73.94250447815804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,5,7,59,2021-07-09,BROOKLYN AVENUE,FOSTER AVENUE,,
51158370,2021-07-09T13:20:00.000,2021-07-09T13:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10471,,,,,INTERSECTION,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T12:55:00.000,08 BRONX,,BRONX,1008106,268566,ONLINE,Unspecified,BRONX,40.903792854215475,-73.91370065922192,"{'latitude': '40.903792854215475', 'longitude': '-73.91370065922192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,5,13,20,2021-07-09,WEST 254 STREET,RAILROAD TERRACE,,
51159314,2021-07-09T22:46:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10314,255 AUBURN AVENUE,AUBURN AVENUE,CAMBRIDGE AVE,DEAD END,ADDRESS,STATEN ISLAND,Open,,,01 STATEN ISLAND,5015070001,STATEN ISLAND,942467,162531,ONLINE,Unspecified,STATEN ISLAND,40.61268793492727,-74.15049136697777,"{'latitude': '40.61268793492727', 'longitude': '-74.15049136697777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,5,22,46,2021-07-09,,,,
51186079,2021-07-12T08:17:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10310,,,,,INTERSECTION,STATEN ISLAND,Open,,,01 STATEN ISLAND,,STATEN ISLAND,954165,169453,PHONE,Unspecified,STATEN ISLAND,40.63173480534707,-74.10838915056517,"{'latitude': '40.63173480534707', 'longitude': '-74.10838915056517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,1,8,17,2021-07-12,DAVIS AVENUE,DELAFIELD AVENUE,,
51188183,2021-07-12T11:54:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10314,50 MAINE AVENUE,MAINE AVENUE,MANOR RD,S GREENLEAF AVE,ADDRESS,STATEN ISLAND,Open,,,01 STATEN ISLAND,5003650140,STATEN ISLAND,949429,165436,ONLINE,Unspecified,STATEN ISLAND,40.62069164421038,-74.12543109546156,"{'latitude': '40.62069164421038', 'longitude': '-74.12543109546156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,1,11,54,2021-07-12,,,,
51188265,2021-07-12T19:45:00.000,2021-07-12T20:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11379,61-21 70 STREET,70 STREET,ELIOT AVE,62 AVE,ADDRESS,Middle Village,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-12T20:00:00.000,05 QUEENS,4029270068,QUEENS,1015410,201741,ONLINE,Unspecified,QUEENS,40.72035428730757,-73.88758860416793,"{'latitude': '40.72035428730757', 'longitude': '-73.88758860416793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,1,19,45,2021-07-12,,,,
51181453,2021-07-12T09:22:00.000,2021-07-13T09:32:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10303,,,,,INTERSECTION,STATEN ISLAND,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-13T09:32:00.000,01 STATEN ISLAND,,STATEN ISLAND,942524,168591,PHONE,Unspecified,STATEN ISLAND,40.62932161575027,-74.1503235243293,"{'latitude': '40.62932161575027', 'longitude': '-74.1503235243293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,1,9,22,2021-07-12,PRINCESS LANE,PRINCESS STREET,,
51139527,2021-07-08T17:53:00.000,2021-07-11T08:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10460,1460 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,JENNINGS ST,E 172 ST,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-11T08:30:00.000,03 BRONX,2029810001,BRONX,1014537,242654,PHONE,Unspecified,BRONX,40.832652636518,-73.8905535855681,"{'latitude': '40.832652636518', 'longitude': '-73.8905535855681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,17,53,2021-07-08,,,,
51154463,2021-07-09T08:14:00.000,2021-07-10T08:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10467,,,,,INTERSECTION,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-10T08:50:00.000,07 BRONX,,BRONX,1016145,259815,ONLINE,Unspecified,BRONX,40.87974875011495,-73.88466120059489,"{'latitude': '40.87974875011495', 'longitude': '-73.88466120059489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,5,8,14,2021-07-09,JEROME AVENUE,MOSHOLU PARKWAY,,
51158587,2021-07-09T10:53:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11219,,,,,INTERSECTION,BROOKLYN,Open,,,12 BROOKLYN,,BROOKLYN,986204,167828,ONLINE,Unspecified,BROOKLYN,40.62732539626137,-73.99296066631904,"{'latitude': '40.62732539626137', 'longitude': '-73.99296066631904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,5,10,53,2021-07-09,15 AVENUE,58 STREET,,
51162107,2021-07-10T11:45:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10314,71 SIDEVIEW AVENUE,SIDEVIEW AVENUE,ARLENE ST,SPEEDWELL AVE,ADDRESS,STATEN ISLAND,Open,,,02 STATEN ISLAND,5022300027,STATEN ISLAND,937809,160523,PHONE,Unspecified,STATEN ISLAND,40.60715320799636,-74.1672544090614,"{'latitude': '40.60715320799636', 'longitude': '-74.1672544090614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,6,11,45,2021-07-10,,,,
51150358,2021-07-09T19:36:00.000,2021-07-10T12:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10472,,,,,INTERSECTION,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-10T12:30:00.000,02 BRONX,,BRONX,1015773,240835,ONLINE,Unspecified,BRONX,40.827655681877786,-73.88609567466665,"{'latitude': '40.827655681877786', 'longitude': '-73.88609567466665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,5,19,36,2021-07-09,WHITLOCK AVENUE,WESTCHESTER AVENUE,,
51185884,2021-07-12T06:06:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11208,,,,,INTERSECTION,QUEENS,Open,,,0 Unspecified,,Unspecified,1023962,182899,PHONE,Unspecified,Unspecified,40.66860317832641,-73.85684793057735,"{'latitude': '40.66860317832641', 'longitude': '-73.85684793057735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,1,6,6,2021-07-12,149 AVENUE,78 STREET,,
51139508,2021-07-08T19:00:00.000,2021-07-09T06:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11423,,,,,INTERSECTION,Hollis,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2021-07-09T06:10:00.000,12 QUEENS,,QUEENS,1045804,198422,PHONE,Unspecified,QUEENS,40.71108518748019,-73.77797129729991,"{'latitude': '40.71108518748019', 'longitude': '-73.77797129729991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,19,0,2021-07-08,90 AVENUE,183 STREET,,
51139510,2021-07-08T18:02:00.000,2021-07-11T10:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10467,2727 MATTHEWS AVENUE,MATTHEWS AVENUE,ALLERTON AVE,ARNOW AVE,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-11T10:15:00.000,11 BRONX,2045130050,BRONX,1022262,254843,ONLINE,Unspecified,BRONX,40.86607792730873,-73.86256912766218,"{'latitude': '40.86607792730873', 'longitude': '-73.86256912766218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,2,2021-07-08,,,,
51139525,2021-07-08T08:17:00.000,2021-07-09T12:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11693,,,,,INTERSECTION,Far Rockaway,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-09T12:50:00.000,14 QUEENS,,QUEENS,1037269,154270,PHONE,Unspecified,QUEENS,40.589953112977234,-73.8091044743307,"{'latitude': '40.589953112977234', 'longitude': '-73.8091044743307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,8,17,2021-07-08,BEACH CHANNEL DRIVE,BEACH 83 STREET,,
51139717,2021-07-08T18:53:00.000,2021-07-08T21:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10039,2987 8 AVENUE,8 AVENUE,HARLEM RIVER DRIVE SERVICE RD W,HARLEM RIVER DRIVE SERVICE RD W,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-08T21:20:00.000,10 MANHATTAN,1021060050,MANHATTAN,1001924,241941,ONLINE,Unspecified,MANHATTAN,40.830729904331186,-73.93613432501654,"{'latitude': '40.830729904331186', 'longitude': '-73.93613432501654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,53,2021-07-08,,,,
51139718,2021-07-08T18:22:00.000,2021-07-09T07:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11433,111-36 177 STREET,177 STREET,BEND,112 AVE,ADDRESS,Jamaica,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-09T07:00:00.000,12 QUEENS,4102930022,QUEENS,1046645,192948,PHONE,Unspecified,QUEENS,40.69605450230529,-73.77498849580633,"{'latitude': '40.69605450230529', 'longitude': '-73.77498849580633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,22,2021-07-08,,,,
51140814,2021-07-08T17:08:00.000,,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10314,159 SHERADEN AVENUE,SHERADEN AVENUE,S GANNON AVE,WESTWOOD AVE,ADDRESS,STATEN ISLAND,Open,,,02 STATEN ISLAND,5007790075,STATEN ISLAND,945932,160523,ONLINE,Unspecified,STATEN ISLAND,40.60719205591575,-74.13799997701587,"{'latitude': '40.60719205591575', 'longitude': '-74.13799997701587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,17,8,2021-07-08,,,,
51141017,2021-07-08T17:59:00.000,2021-07-09T07:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11106,18-46 34 AVENUE,34 AVENUE,14 ST,LT PARAMEDIC EDITH TORRES WAY,ADDRESS,Astoria,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-09T07:45:00.000,01 QUEENS,,QUEENS,1002384,217294,ONLINE,Unspecified,QUEENS,40.763079676499515,-73.93453865464424,"{'latitude': '40.763079676499515', 'longitude': '-73.93453865464424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,17,59,2021-07-08,,,,
51141018,2021-07-08T17:37:00.000,2021-07-11T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10469,1140 BURKE AVENUE,BURKE AVENUE,YATES AVE,HERING AVE,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-11T11:00:00.000,11 BRONX,2045810001,BRONX,1024692,256709,ONLINE,Unspecified,BRONX,40.87118872282676,-73.85377231329426,"{'latitude': '40.87118872282676', 'longitude': '-73.85377231329426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,17,37,2021-07-08,,,,
51142054,2021-07-08T19:37:00.000,2021-07-08T22:16:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11413,,,,,INTERSECTION,Springfield Gardens,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-08T22:16:00.000,13 QUEENS,,QUEENS,1052006,179885,ONLINE,Unspecified,QUEENS,40.660160240098804,-73.7557868591976,"{'latitude': '40.660160240098804', 'longitude': '-73.7557868591976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,19,37,2021-07-08,146 AVENUE,225 STREET,,
51142055,2021-07-08T16:00:00.000,2021-07-08T16:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10034,198 NAGLE AVENUE,NAGLE AVENUE,,,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-08T16:00:00.000,12 MANHATTAN,1022170039,MANHATTAN,1005433,253367,PHONE,Unspecified,MANHATTAN,40.862083181837846,-73.92341832905083,"{'latitude': '40.862083181837846', 'longitude': '-73.92341832905083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,16,0,2021-07-08,,,,
51142061,2021-07-08T09:28:00.000,2021-07-08T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11102,30-42 31 STREET,31 STREET,30 AVE,30 DR,ADDRESS,Astoria,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-08T11:00:00.000,01 QUEENS,4005930043,QUEENS,1005805,218333,PHONE,Unspecified,QUEENS,40.765923783348434,-73.92218597061309,"{'latitude': '40.765923783348434', 'longitude': '-73.92218597061309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,9,28,2021-07-08,,,,
51142062,2021-07-08T19:16:00.000,2021-07-09T07:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10467,769 ASTOR AVENUE,ASTOR AVENUE,HOLLAND AVE,WALLACE AVE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-09T07:50:00.000,11 BRONX,2043480005,BRONX,1021622,252486,ONLINE,Unspecified,BRONX,40.859611414726764,-73.86489616164597,"{'latitude': '40.859611414726764', 'longitude': '-73.86489616164597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,19,16,2021-07-08,,,,
51142276,2021-07-08T22:06:00.000,2021-07-08T22:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10065,200 EAST   65 STREET,EAST   65 STREET,3 AVE,2 AVE,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-08T22:20:00.000,08 MANHATTAN,1014197502,MANHATTAN,994357,218048,PHONE,Unspecified,MANHATTAN,40.7651620323398,-73.9635139262716,"{'latitude': '40.7651620323398', 'longitude': '-73.9635139262716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,22,6,2021-07-08,,,,
51142277,2021-07-08T18:18:00.000,2021-07-09T01:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10463,3240 RIVERDALE AVENUE,RIVERDALE AVENUE,W 232 ST,GREYSTONE AVE,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T01:50:00.000,08 BRONX,2057590364,BRONX,1009709,261121,ONLINE,Unspecified,BRONX,40.88335422397661,-73.90793010084775,"{'latitude': '40.88335422397661', 'longitude': '-73.90793010084775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,18,2021-07-08,,,,
51142281,2021-07-08T17:20:00.000,2021-07-09T06:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10014,64 DOWNING STREET,DOWNING STREET,BEDFORD ST,VARICK ST,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-09T06:00:00.000,02 MANHATTAN,1005280024,MANHATTAN,982890,204847,ONLINE,Unspecified,MANHATTAN,40.72893427636095,-74.00490690437448,"{'latitude': '40.72893427636095', 'longitude': '-74.00490690437448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,17,20,2021-07-08,,,,
51142395,2021-07-08T16:54:00.000,2021-07-09T01:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11203,706 TROY AVENUE,TROY AVENUE,CLARKSON AVE,LENOX RD,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T01:30:00.000,17 BROOKLYN,3048480007,BROOKLYN,1001821,178300,ONLINE,Unspecified,BROOKLYN,40.65605157152562,-73.9366727723967,"{'latitude': '40.65605157152562', 'longitude': '-73.9366727723967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,16,54,2021-07-08,,,,
51142396,2021-07-08T16:35:00.000,2021-07-08T21:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10034,152 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY ST,W 204 ST,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-08T21:15:00.000,12 MANHATTAN,1022250038,MANHATTAN,1005496,254294,ONLINE,Unspecified,MANHATTAN,40.86462736420933,-73.92318763020528,"{'latitude': '40.86462736420933', 'longitude': '-73.92318763020528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,16,35,2021-07-08,,,,
51143565,2021-07-08T12:50:00.000,2021-07-09T05:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10014,224 WEST    4 STREET,WEST    4 STREET,7 AVE S,W 10 ST,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T05:50:00.000,02 MANHATTAN,1006190074,MANHATTAN,983445,206693,PHONE,Unspecified,MANHATTAN,40.7340011617027,-74.0029046752847,"{'latitude': '40.7340011617027', 'longitude': '-74.0029046752847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,12,50,2021-07-08,,,,
51143567,2021-07-08T15:56:00.000,2021-07-08T20:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10031,737 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,W 146 ST,W 147 ST,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-08T20:15:00.000,09 MANHATTAN,1020610035,MANHATTAN,999767,239920,ONLINE,Unspecified,MANHATTAN,40.8251868906121,-73.94393339899808,"{'latitude': '40.8251868906121', 'longitude': '-73.94393339899808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,15,56,2021-07-08,,,,
51143591,2021-07-08T18:34:00.000,2021-07-09T19:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10464,596 CITY ISLAND AVENUE,CITY ISLAND AVENUE,CROSS ST,BEND,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T19:15:00.000,10 BRONX,2056350078,BRONX,1042131,250639,ONLINE,Unspecified,BRONX,40.85443132526191,-73.79077008009236,"{'latitude': '40.85443132526191', 'longitude': '-73.79077008009236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,34,2021-07-08,,,,
51143592,2021-07-08T18:12:00.000,2021-07-09T14:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11106,34-00 21 STREET,21 STREET,LT PARAMEDIC EDITH TORRES WAY,35 AVE,ADDRESS,Astoria,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T14:10:00.000,01 QUEENS,4005230040,QUEENS,1002528,217192,ONLINE,Unspecified,QUEENS,40.76279941630506,-73.93401911119993,"{'latitude': '40.76279941630506', 'longitude': '-73.93401911119993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,12,2021-07-08,,,,
51143663,2021-07-08T18:15:00.000,2021-07-08T18:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10033,2420 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 180 ST,CBE SB ENTRANCE AMSTERDAM AVE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-08T18:15:00.000,12 MANHATTAN,1021520083,MANHATTAN,1003253,248071,ONLINE,Unspecified,MANHATTAN,40.84755220737575,-73.93131456588488,"{'latitude': '40.84755220737575', 'longitude': '-73.93131456588488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,15,2021-07-08,,,,
51143664,2021-07-08T16:57:00.000,2021-07-08T18:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11207,457 BELMONT AVENUE,BELMONT AVENUE,WYONA ST,BRADFORD ST,ADDRESS,BROOKLYN,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2021-07-08T18:05:00.000,05 BROOKLYN,3037410001,BROOKLYN,1014049,183785,ONLINE,Unspecified,BROOKLYN,40.671073963900874,-73.89257791817995,"{'latitude': '40.671073963900874', 'longitude': '-73.89257791817995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,16,57,2021-07-08,,,,
51143665,2021-07-08T16:14:00.000,2021-07-09T12:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10451,707 CONCOURSE VILLAGE WEST,CONCOURSE VILLAGE WEST,E 153 ST,E 156 ST,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2021-07-09T12:15:00.000,04 BRONX,2024580049,BRONX,1005259,238728,ONLINE,Unspecified,BRONX,40.82190383432384,-73.92409324133556,"{'latitude': '40.82190383432384', 'longitude': '-73.92409324133556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,16,14,2021-07-08,,,,
51144792,2021-07-08T17:40:00.000,2021-07-08T17:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),10461,1817 TENBROECK AVENUE,TENBROECK AVENUE,LAKEWOOD PL,RHINELANDER AVE,ADDRESS,BRONX,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-08T17:40:00.000,11 BRONX,2042020024,BRONX,1025832,249883,ONLINE,Unspecified,BRONX,40.852448142203215,-73.84969272956666,"{'latitude': '40.852448142203215', 'longitude': '-73.84969272956666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,17,40,2021-07-08,,,,
51144793,2021-07-08T18:47:00.000,2021-07-09T10:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11411,227-17 114 DRIVE,114 DRIVE,227 ST,228 ST,ADDRESS,Cambria Heights,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2021-07-09T10:15:00.000,13 QUEENS,4112550138,QUEENS,1059051,194481,ONLINE,Unspecified,QUEENS,40.7001660461601,-73.73023268477779,"{'latitude': '40.7001660461601', 'longitude': '-73.73023268477779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,4,18,47,2021-07-08,,,,
